"url,""Image"",""Name_surname"",""Details"",""ID"",""Degree"",""Date"",""Structure"",""More_details"",""More_details_link""";;;;;;
"https://archiviostorico.unibo.it/it/patrimonio-documentario/lauree-honoris-causa?page=9&offset=96,""https://archiviostorico.unibo.it/it/patrimonio-documentario/lauree-honoris-causa?record=28185&image=mini"",""Jose’ Maria Blázquez Martinez"",""Jose’ Maria Blázquez Martinez"",""Fascicolo N.: 228"; Laurea conferita: Conservazione dei Beni Culturali; Data laurea: 19/10/2002; Struttura proponente: Conservazione dei Beni Culturali;" Vedi dettagli"",""Vedi dettagli"",""https://archiviostorico.unibo.it/it/patrimonio-documentario/lauree-honoris-causa?record=28185""";;
"https://archiviostorico.unibo.it/it/patrimonio-documentario/lauree-honoris-causa?page=9&offset=96,""https://archiviostorico.unibo.it/it/patrimonio-documentario/lauree-honoris-causa?record=18212&image=mini"",""Norberto Bobbio"",""Norberto Bobbio"",""Fascicolo N.: 61"; Laurea conferita: Giurisprudenza; Data laurea: 06/04/1989; Struttura proponente: Giurisprudenza;" Vedi dettagli"",""Vedi dettagli"",""https://archiviostorico.unibo.it/it/patrimonio-documentario/lauree-honoris-causa?record=18212""";;
"https://archiviostorico.unibo.it/it/patrimonio-documentario/lauree-honoris-causa?page=9&offset=96,""https://archiviostorico.unibo.it/it/patrimonio-documentario/lauree-honoris-causa?record=18260&image=mini"",""Walter F. Bodmer"",""Walter F. Bodmer"",""Fascicolo N.: 4"; Laurea conferita: Medicina e Chirurgia; Data laurea: 28/05/1987; Struttura proponente: Medicina e Chirurgia;" Vedi dettagli"",""Vedi dettagli"",""https://archiviostorico.unibo.it/it/patrimonio-documentario/lauree-honoris-causa?record=18260""";;
"https://archiviostorico.unibo.it/it/patrimonio-documentario/lauree-honoris-causa?page=9&offset=96,""https://archiviostorico.unibo.it/it/patrimonio-documentario/lauree-honoris-causa?record=131151&image=mini"",""Addeke Hendrik Boerma"",""Addeke Hendrik Boerma"",""Laurea conferita: Agraria"; Data laurea: 07/04/1973; Struttura proponente: Agraria;" Vedi dettagli"",""Vedi dettagli"",""https://archiviostorico.unibo.it/it/patrimonio-documentario/lauree-honoris-causa?record=131151""";;;
"https://archiviostorico.unibo.it/it/patrimonio-documentario/lauree-honoris-causa?page=10&offset=108,""https://archiviostorico.unibo.it/it/patrimonio-documentario/lauree-honoris-causa?record=112328&image=mini"",""Marie Louis Antoine Gaston Boissier"",""Marie Louis Antoine Gaston Boissier"",""Laurea conferita: Lettere e Filosofia"; Data laurea: 13/06/1888; Struttura proponente: Lettere e Filosofia;" Vedi dettagli"",""Vedi dettagli"",""https://archiviostorico.unibo.it/it/patrimonio-documentario/lauree-honoris-causa?record=112328""";;;
"https://archiviostorico.unibo.it/it/patrimonio-documentario/lauree-honoris-causa?page=10&offset=108,""https://archiviostorico.unibo.it/it/patrimonio-documentario/lauree-honoris-causa?record=112516&image=mini"",""Orlando Boldrini"",""Orlando Boldrini"",""Laurea conferita: Economia e Commercio"; Data laurea: 05/11/1942; Struttura proponente: Economia e Commercio;" Vedi dettagli"",""Vedi dettagli"",""https://archiviostorico.unibo.it/it/patrimonio-documentario/lauree-honoris-causa?record=112516""";;;
"https://archiviostorico.unibo.it/it/patrimonio-documentario/lauree-honoris-causa?page=10&offset=108,""https://archiviostorico.unibo.it/it/patrimonio-documentario/lauree-honoris-causa?record=112352&image=mini"",""Otto Von Bollinger"",""Otto Von Bollinger"",""Laurea conferita: Medicina e Chirurgia"; Data laurea: 13/06/1888; Struttura proponente: Medicina e Chirurgia;" Vedi dettagli"",""Vedi dettagli"",""https://archiviostorico.unibo.it/it/patrimonio-documentario/lauree-honoris-causa?record=112352""";;;
"https://archiviostorico.unibo.it/it/patrimonio-documentario/lauree-honoris-causa?page=10&offset=108,""https://archiviostorico.unibo.it/it/patrimonio-documentario/lauree-honoris-causa?record=131152&image=mini"",""Francesco Bolognesi"",""Francesco Bolognesi"",""Fascicolo N.: 4683"; Laurea conferita: Ingegneria; Data laurea: 09/01/1919; Struttura proponente: Scienze Matematiche, Fisiche e Naturali;" Vedi dettagli"",""Vedi dettagli"",""https://archiviostorico.unibo.it/it/patrimonio-documentario/lauree-honoris-causa?record=131152""";;
"https://archiviostorico.unibo.it/it/patrimonio-documentario/lauree-honoris-causa?page=10&offset=108,""https://archiviostorico.unibo.it/it/patrimonio-documentario/lauree-honoris-causa?record=131153&image=mini"",""Tullio Bolognini"",""Tullio Bolognini"",""Fascicolo N.: 1207"; Laurea conferita: Filologia Classica; Data laurea: 09/01/1919; Struttura proponente: Lettere e Filosofia;" Vedi dettagli"",""Vedi dettagli"",""https://archiviostorico.unibo.it/it/patrimonio-documentario/lauree-honoris-causa?record=131153""";;
"https://archiviostorico.unibo.it/it/patrimonio-documentario/lauree-honoris-causa?page=10&offset=108,""https://archiviostorico.unibo.it/it/patrimonio-documentario/lauree-honoris-causa?record=253207735&image=mini"",""Christian Boltanski"",""Christian Boltanski"",""Laurea conferita: Scienze storiche e orientalistiche"; Data laurea: 11/05/2018; Struttura proponente: Dipartimento di Storia Culture Civiltà;" Vedi dettagli"",""Vedi dettagli"",""https://archiviostorico.unibo.it/it/patrimonio-documentario/lauree-honoris-causa?record=253207735""";;;
"https://archiviostorico.unibo.it/it/patrimonio-documentario/lauree-honoris-causa?page=10&offset=108,""https://archiviostorico.unibo.it/it/patrimonio-documentario/lauree-honoris-causa?record=112750&image=mini"",""Enrico Bompiani"",""Enrico Bompiani"",""Laurea conferita: Matematica"; Data laurea: 29/09/1967; Struttura proponente: Scienze Matematiche, Fisiche e Naturali;" Vedi dettagli"",""Vedi dettagli"",""https://archiviostorico.unibo.it/it/patrimonio-documentario/lauree-honoris-causa?record=112750""";;;
"https://archiviostorico.unibo.it/it/patrimonio-documentario/lauree-honoris-causa?page=10&offset=108,""https://archiviostorico.unibo.it/it/patrimonio-documentario/lauree-honoris-causa?record=112551&image=mini"",""Arturo Bonazzi"",""Arturo Bonazzi"",""Laurea conferita: Economia e Commercio"; Data laurea: 07/12/1946; Struttura proponente: Economia e Commercio;" Vedi dettagli"",""Vedi dettagli"",""https://archiviostorico.unibo.it/it/patrimonio-documentario/lauree-honoris-causa?record=112551""";;;
"https://archiviostorico.unibo.it/it/patrimonio-documentario/lauree-honoris-causa?page=10&offset=108,""https://archiviostorico.unibo.it/it/patrimonio-documentario/lauree-honoris-causa?record=112818&image=mini"",""Mario Bondi"",""Mario Bondi"",""Fascicolo N.: 595"; Laurea conferita: Scienze Agrarie; Data laurea: 09/01/1918; Struttura proponente: Scienze;" Vedi dettagli"",""Vedi dettagli"",""https://archiviostorico.unibo.it/it/patrimonio-documentario/lauree-honoris-causa?record=112818""";;
"https://archiviostorico.unibo.it/it/patrimonio-documentario/lauree-honoris-causa?page=10&offset=108,""https://archiviostorico.unibo.it/it/patrimonio-documentario/lauree-honoris-causa?record=131155&image=mini"",""Ettore Bonessio"",""Ettore Bonessio"",""Fascicolo N.: 6923"; Laurea conferita: Giurisprudenza; Data laurea: 09/01/1919; Struttura proponente: Giurisprudenza;" Vedi dettagli"",""Vedi dettagli"",""https://archiviostorico.unibo.it/it/patrimonio-documentario/lauree-honoris-causa?record=131155""";;
"https://archiviostorico.unibo.it/it/patrimonio-documentario/lauree-honoris-causa?page=10&offset=108,""https://archiviostorico.unibo.it/it/patrimonio-documentario/lauree-honoris-causa?record=112650&image=mini"",""Luigi Bonfiglioli"",""Luigi Bonfiglioli"",""Fascicolo N.: 9356"; Laurea conferita: Ingegneria; Data laurea: 07/12/1946; Struttura proponente: Ingegneria;" Vedi dettagli"",""Vedi dettagli"",""https://archiviostorico.unibo.it/it/patrimonio-documentario/lauree-honoris-causa?record=112650""";;
"https://archiviostorico.unibo.it/it/patrimonio-documentario/lauree-honoris-causa?page=10&offset=108,""https://archiviostorico.unibo.it/it/patrimonio-documentario/lauree-honoris-causa?record=131156&image=mini"",""Hermann Bonitz"",""Hermann Bonitz"",""Laurea conferita: Lettere"; Data laurea: 13/06/1888; Struttura proponente: Lettere e Filosofia;" Vedi dettagli"",""Vedi dettagli"",""https://archiviostorico.unibo.it/it/patrimonio-documentario/lauree-honoris-causa?record=131156""";;;
"https://archiviostorico.unibo.it/it/patrimonio-documentario/lauree-honoris-causa?page=11&offset=120,""https://archiviostorico.unibo.it/it/patrimonio-documentario/lauree-honoris-causa?record=112329&image=mini"",""Johannes Cornelius Gerardus Boot"",""Johannes Cornelius Gerardus Boot"",""Laurea conferita: Lettere e Filosofia"; Data laurea: 13/06/1888; Struttura proponente: Lettere e Filosofia;" Vedi dettagli"",""Vedi dettagli"",""https://archiviostorico.unibo.it/it/patrimonio-documentario/lauree-honoris-causa?record=112329""";;;
"https://archiviostorico.unibo.it/it/patrimonio-documentario/lauree-honoris-causa?page=11&offset=120,""https://archiviostorico.unibo.it/it/patrimonio-documentario/lauree-honoris-causa?record=18271&image=mini"",""Christopher C. Booth"",""Christopher C. Booth"",""Fascicolo N.: 100"; Laurea conferita: Medicina e Chirurgia; Data laurea: 28/11/1991; Struttura proponente: Medicina e Chirurgia;" Vedi dettagli"",""Vedi dettagli"",""https://archiviostorico.unibo.it/it/patrimonio-documentario/lauree-honoris-causa?record=18271""";;
"https://archiviostorico.unibo.it/it/patrimonio-documentario/lauree-honoris-causa?page=11&offset=120,""https://archiviostorico.unibo.it/it/patrimonio-documentario/lauree-honoris-causa?record=112505&image=mini"",""Emilio Bordoni"",""Emilio Bordoni"",""Laurea conferita: Economia e Commercio"; Data laurea: 05/11/1942; Struttura proponente: Economia e Commercio;" Vedi dettagli"",""Vedi dettagli"",""https://archiviostorico.unibo.it/it/patrimonio-documentario/lauree-honoris-causa?record=112505""";;;
"https://archiviostorico.unibo.it/it/patrimonio-documentario/lauree-honoris-causa?page=11&offset=120,""https://archiviostorico.unibo.it/it/patrimonio-documentario/lauree-honoris-causa?record=131169&image=mini"",""Carlo Borea Regoli"",""Carlo Borea Regoli"",""Fascicolo N.: 6928"; Laurea conferita: Giurisprudenza; Data laurea: 09/01/1919; Struttura proponente: Giurisprudenza;" Vedi dettagli"",""Vedi dettagli"",""https://archiviostorico.unibo.it/it/patrimonio-documentario/lauree-honoris-causa?record=131169""";;
"https://archiviostorico.unibo.it/it/patrimonio-documentario/lauree-honoris-causa?page=11&offset=120,""https://archiviostorico.unibo.it/it/patrimonio-documentario/lauree-honoris-causa?record=131170&image=mini"",""Aldo Borghi"",""Aldo Borghi"",""Fascicolo N.: 4663"; Laurea conferita: Medicina e Chirurgia; Data laurea: 09/01/1919; Struttura proponente: Medicina e Chirurgia;" Vedi dettagli"",""Vedi dettagli"",""https://archiviostorico.unibo.it/it/patrimonio-documentario/lauree-honoris-causa?record=131170""";;
"https://archiviostorico.unibo.it/it/patrimonio-documentario/lauree-honoris-causa?page=11&offset=120,""https://archiviostorico.unibo.it/it/patrimonio-documentario/lauree-honoris-causa?record=18292&image=mini"",""Norman Ernest Borlaug"",""Norman Ernest Borlaug"",""Fascicolo N.: 95"; Laurea conferita: Scienze Agrarie; Data laurea: 29/05/1991; Struttura proponente: Agraria;" Vedi dettagli"",""Vedi dettagli"",""https://archiviostorico.unibo.it/it/patrimonio-documentario/lauree-honoris-causa?record=18292""";;
"https://archiviostorico.unibo.it/it/patrimonio-documentario/lauree-honoris-causa?page=11&offset=120,""https://archiviostorico.unibo.it/it/patrimonio-documentario/lauree-honoris-causa?record=112449&image=mini"",""Giacomo Bortolan"",""Giacomo Bortolan"",""Fascicolo N.: 5350"; Laurea conferita: Agraria; Data laurea: 07/12/1946; Struttura proponente: Agraria;" Vedi dettagli"",""Vedi dettagli"",""https://archiviostorico.unibo.it/it/patrimonio-documentario/lauree-honoris-causa?record=112449""";;
"https://archiviostorico.unibo.it/it/patrimonio-documentario/lauree-honoris-causa?page=11&offset=120,""https://archiviostorico.unibo.it/it/patrimonio-documentario/lauree-honoris-causa?record=112536&image=mini"",""Roberto Boschetti"",""Roberto Boschetti"",""Fascicolo N.: 5052"; Laurea conferita: Economia e Commercio; Data laurea: 07/12/1946; Struttura proponente: Economia e Commercio;" Vedi dettagli"",""Vedi dettagli"",""https://archiviostorico.unibo.it/it/patrimonio-documentario/lauree-honoris-causa?record=112536""";;
"https://archiviostorico.unibo.it/it/patrimonio-documentario/lauree-honoris-causa?page=11&offset=120,""https://archiviostorico.unibo.it/it/patrimonio-documentario/lauree-honoris-causa?record=112568&image=mini"",""Roberto Boselli"",""Roberto Boselli"",""Fascicolo N.: 7960"; Laurea conferita: Fisica matematica; Data laurea: 24/05/1939; Struttura proponente: Scienze Matematiche, Fisiche e Naturali;" Vedi dettagli"",""Vedi dettagli"",""https://archiviostorico.unibo.it/it/patrimonio-documentario/lauree-honoris-causa?record=112568""";;
"https://archiviostorico.unibo.it/it/patrimonio-documentario/lauree-honoris-causa?page=11&offset=120,""https://archiviostorico.unibo.it/it/patrimonio-documentario/lauree-honoris-causa?record=112353&image=mini"",""Sergej Petrovic Botkin"",""Sergej Petrovic Botkin"",""Laurea conferita: Medicina e Chirurgia"; Data laurea: 13/06/1888; Struttura proponente: Medicina e Chirurgia;" Vedi dettagli"",""Vedi dettagli"",""https://archiviostorico.unibo.it/it/patrimonio-documentario/lauree-honoris-causa?record=112353""";;;
"https://archiviostorico.unibo.it/it/patrimonio-documentario/lauree-honoris-causa?page=11&offset=120,""https://archiviostorico.unibo.it/it/patrimonio-documentario/lauree-honoris-causa?record=112588&image=mini"",""Pierino Botteri"",""Pierino Botteri"",""Fascicolo N.: 6934"; Laurea conferita: Giurisprudenza; Data laurea: 09/01/1918; Struttura proponente: Giurisprudenza;" Vedi dettagli"",""Vedi dettagli"",""https://archiviostorico.unibo.it/it/patrimonio-documentario/lauree-honoris-causa?record=112588""";;
"https://archiviostorico.unibo.it/it/patrimonio-documentario/lauree-honoris-causa?page=11&offset=120,""https://archiviostorico.unibo.it/it/patrimonio-documentario/lauree-honoris-causa?record=112508&image=mini"",""Gibel Bottoni"",""Gibel Bottoni"",""Fascicolo N.: 2397"; Laurea conferita: Economia e Commercio; Data laurea: 05/11/1942; Struttura proponente: Economia e Commercio;" Vedi dettagli"",""Vedi dettagli"",""https://archiviostorico.unibo.it/it/patrimonio-documentario/lauree-honoris-causa?record=112508""";;
"https://archiviostorico.unibo.it/it/patrimonio-documentario/lauree-honoris-causa?page=12&offset=132,""https://archiviostorico.unibo.it/it/patrimonio-documentario/lauree-honoris-causa?record=145563&image=mini"",""Massimo Bottura"",""Massimo Bottura"",""Laurea conferita: Direzione Aziendale"; Data laurea: 06/02/2017; Struttura proponente: Dipartimento di Scienze Aziendali;" Vedi dettagli"",""Vedi dettagli"",""https://archiviostorico.unibo.it/it/patrimonio-documentario/lauree-honoris-causa?record=145563""";;;
"https://archiviostorico.unibo.it/it/patrimonio-documentario/lauree-honoris-causa?page=12&offset=132,""https://archiviostorico.unibo.it/it/patrimonio-documentario/lauree-honoris-causa?record=112377&image=mini"",""Joseph Valentin Boussinesq"",""Joseph Valentin Boussinesq"",""Laurea conferita: Matematica"; Data laurea: 13/06/1888; Struttura proponente: Scienze Matematiche, Fisiche e Naturali;" Vedi dettagli"",""Vedi dettagli"",""https://archiviostorico.unibo.it/it/patrimonio-documentario/lauree-honoris-causa?record=112377""";;;
"https://archiviostorico.unibo.it/it/patrimonio-documentario/lauree-honoris-causa?page=12&offset=132,""https://archiviostorico.unibo.it/it/patrimonio-documentario/lauree-honoris-causa?record=112436&image=mini"",""Celeste Bozzani"",""Celeste Bozzani"",""Fascicolo N.: 5353"; Laurea conferita: Scienze Agrarie; Data laurea: 05/11/1941; Struttura proponente: Agraria;" Vedi dettagli"",""Vedi dettagli"",""https://archiviostorico.unibo.it/it/patrimonio-documentario/lauree-honoris-causa?record=112436""";;
"https://archiviostorico.unibo.it/it/patrimonio-documentario/lauree-honoris-causa?page=12&offset=132,""https://archiviostorico.unibo.it/it/patrimonio-documentario/lauree-honoris-causa?record=112145&image=mini"",""Lakhdar Brahimi"",""Lakhdar Brahimi"",""Fascicolo N.: 249"; Laurea conferita: Giurisprudenza; Data laurea: 05/11/2004; Struttura proponente: Giurisprudenza;" Vedi dettagli"",""Vedi dettagli"",""https://archiviostorico.unibo.it/it/patrimonio-documentario/lauree-honoris-causa?record=112145""";;
"https://archiviostorico.unibo.it/it/patrimonio-documentario/lauree-honoris-causa?page=12&offset=132,""https://archiviostorico.unibo.it/it/patrimonio-documentario/lauree-honoris-causa?record=112518&image=mini"",""Walter Braito"",""Walter Braito"",""Laurea conferita: Economia e Commercio"; Data laurea: 05/11/1942; Struttura proponente: Economia e Commercio;" Vedi dettagli"",""Vedi dettagli"",""https://archiviostorico.unibo.it/it/patrimonio-documentario/lauree-honoris-causa?record=112518""";;;
"https://archiviostorico.unibo.it/it/patrimonio-documentario/lauree-honoris-causa?page=12&offset=132,""https://archiviostorico.unibo.it/it/patrimonio-documentario/lauree-honoris-causa?record=141061&image=mini"",""Lorenzo Brandoli"",""Lorenzo Brandoli"",""Fascicolo N.: 4495"; Laurea conferita: Scienze; Data laurea: 09/01/1931; Struttura proponente: Scienze Matematiche, Fisiche e Naturali;" Vedi dettagli"",""Vedi dettagli"",""https://archiviostorico.unibo.it/it/patrimonio-documentario/lauree-honoris-causa?record=141061""";;
"https://archiviostorico.unibo.it/it/patrimonio-documentario/lauree-honoris-causa?page=12&offset=132,""https://archiviostorico.unibo.it/it/patrimonio-documentario/lauree-honoris-causa?record=112614&image=mini"",""Luigi Brecciaroli"",""Luigi Brecciaroli"",""Fascicolo N.: 13117"; Laurea conferita: Giurisprudenza; Data laurea: 07/12/1946; Struttura proponente: Giurisprudenza;" Vedi dettagli"",""Vedi dettagli"",""https://archiviostorico.unibo.it/it/patrimonio-documentario/lauree-honoris-causa?record=112614""";;
"https://archiviostorico.unibo.it/it/patrimonio-documentario/lauree-honoris-causa?page=12&offset=132,""https://archiviostorico.unibo.it/it/patrimonio-documentario/lauree-honoris-causa?record=131173&image=mini"",""Emilio Bressan"",""Emilio Bressan"",""Fascicolo N.: 4712"; Laurea conferita: Ingegneria; Data laurea: 09/01/1920; Struttura proponente: Scienze Matematiche, Fisiche e Naturali;" Vedi dettagli"",""Vedi dettagli"",""https://archiviostorico.unibo.it/it/patrimonio-documentario/lauree-honoris-causa?record=131173""";;
"https://archiviostorico.unibo.it/it/patrimonio-documentario/lauree-honoris-causa?page=12&offset=132,""https://archiviostorico.unibo.it/it/patrimonio-documentario/lauree-honoris-causa?record=112330&image=mini"",""Michel Breàl"",""Michel Breàl"",""Laurea conferita: Lettere e Filosofia"; Data laurea: 13/06/1888; Struttura proponente: Lettere e Filosofia;" Vedi dettagli"",""Vedi dettagli"",""https://archiviostorico.unibo.it/it/patrimonio-documentario/lauree-honoris-causa?record=112330""";;;
"https://archiviostorico.unibo.it/it/patrimonio-documentario/lauree-honoris-causa?page=12&offset=132,""https://archiviostorico.unibo.it/it/patrimonio-documentario/lauree-honoris-causa?record=28198&image=mini"",""Josep Maria Bricall"",""Josep Maria Bricall"",""Fascicolo N.: 199"; Laurea conferita: Giurisprudenza; Data laurea: 18/09/2000; Struttura proponente: Giurisprudenza;" Vedi dettagli"",""Vedi dettagli"",""https://archiviostorico.unibo.it/it/patrimonio-documentario/lauree-honoris-causa?record=28198""";;
"https://archiviostorico.unibo.it/it/patrimonio-documentario/lauree-honoris-causa?page=12&offset=132,""https://archiviostorico.unibo.it/it/patrimonio-documentario/lauree-honoris-causa?record=131174&image=mini"",""Edgar Bright Wilson"",""Edgar Bright Wilson"",""Laurea conferita: Chimica"; Data laurea: 16/12/1976; Struttura proponente: Scienze Matematiche, Fisiche e Naturali;" Vedi dettagli"",""Vedi dettagli"",""https://archiviostorico.unibo.it/it/patrimonio-documentario/lauree-honoris-causa?record=131174""";;;
"https://archiviostorico.unibo.it/it/patrimonio-documentario/lauree-honoris-causa?page=12&offset=132,""https://archiviostorico.unibo.it/it/patrimonio-documentario/lauree-honoris-causa?record=141059&image=mini"",""Piero Brogiotti"",""Piero Brogiotti"",""Fascicolo N.: 1720"; Laurea conferita: Ingegneria; Data laurea: 31/05/1928; Struttura proponente: Ingegneria;" Vedi dettagli"",""Vedi dettagli"",""https://archiviostorico.unibo.it/it/patrimonio-documentario/lauree-honoris-causa?record=141059""";;
"https://archiviostorico.unibo.it/it/patrimonio-documentario/lauree-honoris-causa?page=13&offset=144,""https://archiviostorico.unibo.it/it/patrimonio-documentario/lauree-honoris-causa?record=18234&image=mini"",""Per Vilhelm Bruel"",""Per Vilhelm Bruel"",""Fascicolo N.: 80"; Laurea conferita: Ingegneria Civile, Sezione Edile; Data laurea: 17/10/1989; Struttura proponente: Ingegneria;" Vedi dettagli"",""Vedi dettagli"",""https://archiviostorico.unibo.it/it/patrimonio-documentario/lauree-honoris-causa?record=18234""";;
"https://archiviostorico.unibo.it/it/patrimonio-documentario/lauree-honoris-causa?page=13&offset=144,""https://archiviostorico.unibo.it/it/patrimonio-documentario/lauree-honoris-causa?record=18308&image=mini"",""Jerome Seymour Bruner"",""Jerome Seymour Bruner"",""Fascicolo N.: 154"; Laurea conferita: Scienze della Comunicazione; Data laurea: 12/06/1997; Struttura proponente: Lettere e Filosofia;" Vedi dettagli"",""Vedi dettagli"",""https://archiviostorico.unibo.it/it/patrimonio-documentario/lauree-honoris-causa?record=18308""";;
"https://archiviostorico.unibo.it/it/patrimonio-documentario/lauree-honoris-causa?page=13&offset=144,""https://archiviostorico.unibo.it/it/patrimonio-documentario/lauree-honoris-causa?record=131178&image=mini"",""Jerome Seymour Bruner"",""Jerome Seymour Bruner"",""Fascicolo N.: 240"; Laurea conferita: Scienze della formazione primaria; Data laurea: 12/06/2003; Struttura proponente: Scienze della Formazione;" Vedi dettagli"",""Vedi dettagli"",""https://archiviostorico.unibo.it/it/patrimonio-documentario/lauree-honoris-causa?record=131178""";;
"https://archiviostorico.unibo.it/it/patrimonio-documentario/lauree-honoris-causa?page=13&offset=144,""https://archiviostorico.unibo.it/it/patrimonio-documentario/lauree-honoris-causa?record=112331&image=mini"",""Heinrich Brunn"",""Heinrich Brunn"",""Laurea conferita: Lettere e Filosofia"; Data laurea: 13/06/1888; Struttura proponente: Lettere e Filosofia;" Vedi dettagli"",""Vedi dettagli"",""https://archiviostorico.unibo.it/it/patrimonio-documentario/lauree-honoris-causa?record=112331""";;;
"https://archiviostorico.unibo.it/it/patrimonio-documentario/lauree-honoris-causa?page=13&offset=144,""https://archiviostorico.unibo.it/it/patrimonio-documentario/lauree-honoris-causa?record=131176&image=mini"",""Guido Brunner"",""Guido Brunner"",""Fascicolo N.: 6937"; Laurea conferita: Giurisprudenza; Data laurea: 09/01/1919; Struttura proponente: Giurisprudenza;" Vedi dettagli"",""Vedi dettagli"",""https://archiviostorico.unibo.it/it/patrimonio-documentario/lauree-honoris-causa?record=131176""";;
"https://archiviostorico.unibo.it/it/patrimonio-documentario/lauree-honoris-causa?page=13&offset=144,""https://archiviostorico.unibo.it/it/patrimonio-documentario/lauree-honoris-causa?record=112300&image=mini"",""Heinrich Brunner"",""Heinrich Brunner"",""Laurea conferita: Giurisprudenza"; Data laurea: 13/06/1888; Struttura proponente: Giurisprudenza;" Vedi dettagli"",""Vedi dettagli"",""https://archiviostorico.unibo.it/it/patrimonio-documentario/lauree-honoris-causa?record=112300""";;;
"https://archiviostorico.unibo.it/it/patrimonio-documentario/lauree-honoris-causa?page=13&offset=144,""https://archiviostorico.unibo.it/it/patrimonio-documentario/lauree-honoris-causa?record=112301&image=mini"",""Claude Bufnoir"",""Claude Bufnoir"",""Laurea conferita: Giurisprudenza"; Data laurea: 13/06/1888; Struttura proponente: Giurisprudenza;" Vedi dettagli"",""Vedi dettagli"",""https://archiviostorico.unibo.it/it/patrimonio-documentario/lauree-honoris-causa?record=112301""";;;
"https://archiviostorico.unibo.it/it/patrimonio-documentario/lauree-honoris-causa?page=13&offset=144,""https://archiviostorico.unibo.it/it/patrimonio-documentario/lauree-honoris-causa?record=112378&image=mini"",""Robert Wilhelm von Bunsen"",""Robert Wilhelm von Bunsen"",""Laurea conferita: Chimica"; Data laurea: 13/06/1888; Struttura proponente: Scienze Matematiche, Fisiche e Naturali;" Vedi dettagli"",""Vedi dettagli"",""https://archiviostorico.unibo.it/it/patrimonio-documentario/lauree-honoris-causa?record=112378""";;;
"https://archiviostorico.unibo.it/it/patrimonio-documentario/lauree-honoris-causa?page=13&offset=144,""https://archiviostorico.unibo.it/it/patrimonio-documentario/lauree-honoris-causa?record=18327&image=mini"",""John Wyon Burrow"",""John Wyon Burrow"",""Fascicolo N.: 14"; Laurea conferita: Scienze Politiche (ind. Storico-Politico); Data laurea: 17/03/1988; Struttura proponente: Scienze Politiche;" Vedi dettagli"",""Vedi dettagli"",""https://archiviostorico.unibo.it/it/patrimonio-documentario/lauree-honoris-causa?record=18327""";;
"https://archiviostorico.unibo.it/it/patrimonio-documentario/lauree-honoris-causa?page=13&offset=144,""https://archiviostorico.unibo.it/it/patrimonio-documentario/lauree-honoris-causa?record=112616&image=mini"",""Marco Vinicio Busignani"",""Marco Vinicio Busignani"",""Fascicolo N.: 13118"; Laurea conferita: Giurisprudenza; Data laurea: 07/12/1946; Struttura proponente: Giurisprudenza;" Vedi dettagli"",""Vedi dettagli"",""https://archiviostorico.unibo.it/it/patrimonio-documentario/lauree-honoris-causa?record=112616""";;
"https://archiviostorico.unibo.it/it/patrimonio-documentario/lauree-honoris-causa?page=13&offset=144,""https://archiviostorico.unibo.it/it/patrimonio-documentario/lauree-honoris-causa?record=131177&image=mini"",""Ippolito Cabri"",""Ippolito Cabri"",""Fascicolo N.: 1219"; Laurea conferita: Filologia Classica; Data laurea: 09/01/1919; Struttura proponente: Lettere e Filosofia;" Vedi dettagli"",""Vedi dettagli"",""https://archiviostorico.unibo.it/it/patrimonio-documentario/lauree-honoris-causa?record=131177""";;
"https://archiviostorico.unibo.it/it/patrimonio-documentario/lauree-honoris-causa?page=13&offset=144,""https://archiviostorico.unibo.it/it/patrimonio-documentario/lauree-honoris-causa?record=112607&image=mini"",""Camillo Cacciari"",""Camillo Cacciari"",""Fascicolo N.: 13119"; Laurea conferita: Giurisprudenza; Data laurea: 07/12/1946; Struttura proponente: Giurisprudenza;" Vedi dettagli"",""Vedi dettagli"",""https://archiviostorico.unibo.it/it/patrimonio-documentario/lauree-honoris-causa?record=112607""";;
"https://archiviostorico.unibo.it/it/patrimonio-documentario/lauree-honoris-causa?page=14&offset=156,""https://archiviostorico.unibo.it/it/patrimonio-documentario/lauree-honoris-causa?record=112610&image=mini"",""Eugenio Cacciari"",""Eugenio Cacciari"",""Fascicolo N.: 13120"; Laurea conferita: Giurisprudenza; Data laurea: 07/12/1946; Struttura proponente: Giurisprudenza;" Vedi dettagli"",""Vedi dettagli"",""https://archiviostorico.unibo.it/it/patrimonio-documentario/lauree-honoris-causa?record=112610""";;
"https://archiviostorico.unibo.it/it/patrimonio-documentario/lauree-honoris-causa?page=14&offset=156,""https://archiviostorico.unibo.it/it/patrimonio-documentario/lauree-honoris-causa?record=139520&image=mini"",""Massimo Cacciari"",""Massimo Cacciari"",""Laurea conferita: Filologia, Letteratura e Tradizione classica"; Data laurea: 24/05/2014; Struttura proponente: Dipartimento di Filologia Classica e Italianistica;" Vedi dettagli"",""Vedi dettagli"",""https://archiviostorico.unibo.it/it/patrimonio-documentario/lauree-honoris-causa?record=139520""";;;
